id	regeste	first_ent	first_ent_label
1442_VI_14	Dorothe die Frau des Hanns Klinger, eines Bürgers zu Klosternewnbuergk, verkauft mit Handen des Lewpolt Floeczer, eines Bürgers zu Newnbuergk und Bergmeisters auf dem Besitze des Stiftes Pawmgartenperg daselbst, Abt Thoman und dem Convente zum Chottweig um 29 lb. Wiener d. ein rahen weingartten gelegen an der obern Ern1 und haisst die Scheiblingern zunagst Vlreichen Fuchssen, mein obgennanten Dorothen sun, weingartten, von welchem man dem Stifte Pawmgarttenperg newen stauff most im lesen ze perckrecht und drew art ze voitrecht nach altem Herkommen zinst.Siegler: (I.) Lewpolt Floczer als Bergmeister, (II.) Hanns Klinger.Datum: Geben an sannd Veyts abund (1442).	Dorothe	PER
1442_VII_06	Vlreich von Starhemberg bestätigt auf Bitten des Testators das Vermächtniss, womit Fridreich Volkra seinem Vetter Joerg dem Volkra den Hof zu Kriechpaum in der Graemensteter Pfarre und im Wêssenberger Landgerichte vermacht hat, welcher von ihm zu Lehen rührt.Siegler: (I.) Vlreich von Starhemberg.Datum: Geben (1442) an freytag nach sannd Vlreichstag.	Vlreich von Starhemberg	PER
1442_IX_02	Ulreich Hewndl, ,gesessen zu Wentendarff an der mull', und Taman Schafferfelder daselbst verpfänden mit Handen des Burgherrn, Abt Taman zu Gottweig, Wolfgang dem Kamrer zu Paudarff drei Achtel großen und kleinen Zehent zu Gerestarff auf vier Lehen und ihren Anteil an dem halben großen und kleinen Zehent auf dem Jegerhof für 26 lb d, welche sie ihm am sant Mertntage zu bezahlen haben. Von diesen Zehenten sind an das Stift Gottweig jährlich 1½ Viertel Schmalz an sant Poltentag zu entrichten.Datum: Actum 1442 an suntag nach sannt Gilgentag.	Wentendarff	PER
1442_X_14	Hanns Smidberger beurkundet für sich und seinen Bruder Fridreich, dass sie Abt Taman und dem Convente zu Goettweig von ihrer erst gekauften Mühle zu Tyemdarff mit 3 lb. 6 ß. d. zinspflichtig waren, welche sie aber nicht zu zinsen vermochten, da sie so baufällig war, dass sie dieselbe nicht betreiben konnten. Da sie dieselbe auf ihre Kosten neu aufbauten und in Stand setzten, erlassen ihnen der Abt und Convent auf ihre Bitte 14 ß. d. Zins, so dass sie von jetzt an nur mehr je 1 lb. d. an sant Joergentag und an sant Gilgentag in den Stiftshof zu Stain zu zinsen haben. Hanns Smidberger gibt für sich und seinen Bruder Fridreich 1 Joch Weingarten genant die Sluentinn gelegen in Prunner Eben1 bey Geresdarf zunagst des Groellenstainer weingarten mit Handen seines Burgherrn, des geistlichen Herrn Wernharts des Leuprechtinger, Hofmeister hintz der Eysneintuer zu Krembs, welchem jährlich davon 10 d. an sant Michelstag zu Burgrecht zu zinsen sind, zur Mühle als verlangte Widerlage, damit die 2 lb. d. von demselben gezinst werden können, wenn etwa die Mühle durch Feuer oder Wasser zugrunde geht. Sowohl er als auch seine Rechtsnachfolger haben den Weingarten selbst zu bauen und das Burgrecht ohne Schaden des Stiftes davon zu zinsen.Siegler: für die Urkundenaussteller siegelt (wann ich obgenanter Hans Smidberger die zeit graben insigel nicht gehabt bab) (I.) Wernhart der Leuprechtinger als Burgherr, (II.) der edel Melchior Speiser, Bürger zu Stain.Datum: Geben (1442) an suntag nach sant Chollmanstag.	Hanns Smidberger	PER
1442_X_20	Ludweig Grossner zu Ekkendarff verschreibt mit Handen des Abtes Taman zu Goettweig seiner Frau Barbara, der Tochter Erhart des Herben zu Steczendarff, alle seine Rechte auf seinem ganzen Besitze, ,es sey ligunds oder varunds gut'.Zeugen: bruder Hanns kellner zu Gottweig, her Hainrich Himler, prediger zu St. Ulreich, Gassner hoffmaister zu Gottweîgerhoff zu Stain und Martl Smid zu Wiczleinstarff.Datum: Actum in Stein 1442 sabbato post Galli.	Ludweig Grossner	PER
1442_XI_11	Vlreich Hewndel zu Wêntendarff, Hênnsel sein Sohn, Taman Scharfervelder zu Wêntendarff und Gilig und Hênnsel seine Söhne verkaufen Abt Taman und dem Convente zu Goettweig ihre 3/8 des grossen und kleinen Zehentes zu Feld und zu Dorf zu Gerestarff auf dem Lehen des Mathes Gruemedel, des Andree Flins, des Fridlein Pawr und des Jorig Lechner und dazu den halben Zehent auf dem Jegerhofe, welche vom Stifte zu Goettweig zu einem Jahreszinse von 3 Achtel Schmalz zu Burgrecht rühren.Siegler: (I.) der edel Herr Wolfgang von Toppel, (II.) der edel Veitt der Redebrunner zu Gadmanstarff.Datum: Geben (1442) an sannt Maerteinstage.	Vlreich Hewndel	PER
1443_II_03	Niklas Olm, Pfarrer zu Strêczing, verzichtet gegen eine Geldentschädigung auf alle Forderungen an Peter den Rostauschêr zu Mulbach wegen des Gutes, welches von seinem verstorbenen Vetter Hanns, dem Sohne des Andrê des Pêwrlein, an denselben gekommen war, dessen nächster Erbe jedoch er als Geschwisterkind desselben gewesen wäre.Siegler: (II.) der edel Melchioer der Speisêr, Bürger zu Stain, (I.) der erber Hanns der Varster von Rappotstaell, Bürger zu Stain.Datum: Geben (1443) an sant Blasentag.	Niklas Olm	PER
1443_II_20	Hanns Sinczendorffer verkauft seinem Holden Kunrad zu Oberaw und dessen Frau sein Kaufrecht an seinem Lehen zu Oberaw1 in der Sindelburger Pfarre mit der Bedingung, dass sie ihm jährlich 12 d. zu unsser frawn tag zu der dienstzeit von demselben zinsen, einen Handel mit demselben nur mit seinen Handen abschliessen und alle Pflichten wie andere dienstbare Holden erfüllen.Siegler: (I.) Hanns Sinczendorffer.Datum: Geben des mitichen var sannd Mathiastag des zweliffpoten (1443).	Hanns Sinczendorffer	PER
1443_II_24	Erhart der Pinter von Krudsteten und Kathreÿ dessen Frau verkaufen Abt Taman und dem Convente zu Goettweig ihre Wiese im Ausmasse von 1½ Tagwerk zu Herfuertt bey der muell1 zenagst Nikleins des Kamrer zu Hoernpach wisen an ainer seÿtten und Andree des Kolhofs von Tewren saeligen kinder wisen an der andern seitten, welche vom Stifte zu einem Jahreszinse von 8 d. an sannt Joergentag zu Burgrecht rührt.Siegler: (I.) der edel Tamann der Mitterkiercher, (II.) der edel Hanns der Alinger.Datum: Geben (1443) an sannt Mathiastage des heyligen zwelifpoten etc.	Erhart	PER
1443_IV_14	Hanns Pêchel zu Wulkendoerff1 verkauft Abt Taman und dem Convente von Goettweig sein Drittel des halben grossen und kleinen Zehentes zun Hofen2 auf Kristan des Kastner lehen, auf Kristan des Kastner sun lehen, auf Jannsen lehen zun Hofen und auf des Riesen lehen zu Hofen. Der halbe Zehent ist vom Stifte Goettweig zu einem Jahreszinse von 2 Metzen Bohnen in der ersten Fastenwoche zu Burgrecht verliehen.Siegler: (I.) der edel Herr Oett von Toppl, (II) der edel Wolfgangk Vetendorffer.Datum: Geben (1443) an dem palemtag in der vasten.	Hanns Pêchel	PER
1443_IV_29	Hanns der Tieminger beurkundet, daß er sich in Gegenwart der ,edeln' Herren Ott und Wilhalbm von Toppl in allen seinen Forderungen wegen des Gerichtes und seiner Dienste zu Goettweig mit dem Abte Taman und dem Konvente zu Goettweig bis auf den heutigen Tag ausgeglichen hat, und spricht sie von denselben ledig.Siegler: der Urkundenaussteller.Datum: Geben zu Gottweig an mantag vor Philippi (1443).	Hanns der Tieminger	PER
1443_VI_11	Fridreich Seydell, Mert Waldnêr, Andre Diepoldt, Karcz Niklas, Andre Streiter, Peter Paczêr, Stephan Virtaller, alle zu Kuenigsteten gesessen, beurkunden, dass Janns Paewr mit einem Hofe, Stephan Gefellêr mit einem halben Lehen, der Aigner mit einem halben Lehen, welches er dem Fidlêr verkauft hat, Jorig Mawrer mit einer Hofstätte und Veytt Goldnêr mit einer Hofstätte und einer öden Hofstätte zu Gukking Erbholden des Stiftes zu Goettwey mit Leib und Gut sind. Diese Holden und Güter zu verleihen ist von alters her der Hofmeister in dem Stiftshofe zu Kuenigsteten berechtigt.Siegler: die erbern Thaman der Degenhart, Hofmeister zu Maewrbach und Hanns der Heinperger zu Kuenigsteten.Datum: Geben (1443) an eritag nach dem heiligen phincztag.	Fridreich Seydell	PER
1443_VI_28	Vlreich Fuchs verkauft Abt Thoman und dem Convente zu dem Godweig um 36 lb. Wiener d. mit Handen des erbern Lewpolt Floczer, des Stadtrichters zu Klosternewnburg und Bergmeisters auf dem Besitze des Stiftes Pawmgartenperig, ein rahen weingarten gelegen an der Scheiblingêrn zunagst dem weg, von welchem dem benannten Stifte nêwn stauff weins ze perckrecht und drew art ze voitrecht zu zinsen sind. Derselbe ist laut Urkunde durch Theilung mit anderem Erbgrunde an ihn gekommen.Siegler: (I.) Lewpolt Floczer als Bergmeister, (II.) der erber Hanns Waiczhouer, Bürger zu Newnburg.Datum: Geben an sannd Peter und sand Pauls abund der heiligen zwelifpoten (1443).	Vlreich Fuchs	PER
1443_VII_01	Rüdiger von Starhemberg, Landmarschall in Oesterreich, verhört in einem Streite zwischen dem Stifte Göttweig und Wolfgang dem Missingdorfer wegen zwei Gütern zu Gugging beide Parteien.	Rüdiger von Starhemberg, Landmarschall	PER
1443_VII_09	Der Richter und Rath der Stadt Klosternêwnburg schreiben dem edeln Rudgêr von Starhemberg, Landmarschall in Osterreich, auf dessen Aufforderung an sie und Wolfgang den Muestingêr, sie sollen ihm in dem Streite zwischen Abt Thaman und dem Convente zu Goettwey einerseits und Wolfgang Missingdorffêr anderseits Zeugenaussagen ettlicher Holden zu Kirchling und zu Gukking übermitteln, dass sie zuerst die königlichen Holden, dann die von Passaw und die des Rukchendorffêr in Gegenwart des Wolfgang Muestingêr besendet und verhört haben. Neun derselben hätten ausgesagt, dass die zwei strittigen Holden von alters her jeder von seinem Hause 32 d. zu Grunddienst und 1 Faschinghuhn dem Abte zu Goettweÿ und einen slechten Eimer Wein Herrn Jorg vom Rar zu Vogtrecht gezinst haben, und dass Anleite und Ableite als zuvertigung und stifftung von den Amtleuten des Abtes und nicht von denen des Herrn Jorg vom Rar vollzogen wurde.Siegler: under der stat hie zu Klosternêwnburg klain aufgedrucktem insigil.Datum: Geben an eritag vor sand Margretentag (1443).	Klosternêwnburg	LOC
1443_VIII_24	Anna die Witwe nach Hanns dem Kray am Aygen beurkundet, dass ihr Abt Taman zu Goettwey wegen der Dienste ihres verstorbenen Mannes die Gärten oberhalb ihres Hauses, die zu baider seyt gelegen sind umb die Weyêrgrueb und stozzent mit ainem tail auf den pach und mit dem andern taÿl an den perg und an den weingarten genant die Kamer, zu einem Jahreszinse von 8 d. an sand Mertentag an die Abtei auf Lebenszeit verliehen hat. Sie soll ferner den Weingarten die Kamer, der dabeÿ liegt, nicht verrer hinin in den garten grefften noch pawen dann, als er ÿeczund leyt.Siegler: der edel Andre der Herrant, der edel Hanns der Pawngartnêr mit den aufgedrückten Siegeln.Datum: Geben (1443) an sand Bertelmestag des heiligen zwelifpoten.	Anna	PER
1443_VIII_29	König Friedrich IV. nimmt den Pfarrer von Kilb Hanns von Rosenaw in seinen Schutz und ernennt ihn zu seinem Caplane.	Friedrich IV.	PER
1443_IX_11	Benannte Schiedsrichter fällen ihr Urtheil in dem Streite zwischen den Städten Krems und Stein und dem Stifte Göttweig.	Krems	LOC
1443_IX_29	Vrsula die Witwe nach Leonhart dem Rokkenndorffer beurkundet, dass ihr verstorbener Mann dem Stifte zu Gottweig von dem Haus nächst dem Gottweigerhofe und dem Stadtthurme zu Stain den Zins, welchen er in den benannten Stiftshof zinsen sollte, durch ettliche Jahre versessen hat, was bei 12 lb. d. ausmacht. Da aber ihr Mann sie und ihre Kinder in grossen Schulden zurückgelassen hat, so erlässt ihnen Abt Toman zu Gottweig auf Bitten des edlen Herrn Reinprecht von Ebersdorff den versessenen sowie den künftigen Zins bis auf sant Michelstag 1444, von wo an sie wieder je ½ lb. d. an sant Michelstag und sant Jorgentag in den Stiftshof zu Stain zu zinsen hat.Siegler: die erberen (I.) Wernhart der Teurbanger, Bürger zu Stain, und (II.) Hanns der Grueber, Bürger und Stadtschreiber daselbst.Datum: Geben (1443) an sant Michellstag.	Vrsula	PER
1443_XI_16.1	Peter Lehner und Kathrey seine Frau beurkunden, dass Abt Leonhart und der Convent zu Ratenhaslach ihnen und ihren Kindern Larentz, Margreth, Barbara, Kathrein und Elspet ihren Hof zu Wedling1 auf aller sieben Lebenszeit mit der Bedingung verliehen haben, dass sie in den Stiftshof zu Weintzuerl jährlich 12 d. an sand Michelstag, 3 lb. Wiener d. und 1 Mut Hafer Krembser Mass an sand Cholmanstag, 2 Gänse, 4 Hühner und 60 Eier an sand Merteinstag zu Burgrecht zinsen. Bei Vernachlässigung der Zinsung verfallen sie dem Wandel und sind wie andere Stiftsholden zu pfänden. Sie können den Hof mit Handen des Stiftshofmeisters auf ihre Lebenszeit verpfänden und verkaufen, haben ihn aber inner Jahresfrist von jetzt an mit Zimmern, Stuben, Kammern, Scheuern, Ställen und allem Zugehör stiftlich und baulich zu legen, so dass es durch eidliche Aussage von vier Landsidel bestätigt werden und der Zins jährlich davon geleistet werden kann. Brennt der Hof ab, so haben sie ihn ohne Schaden des Stiftes oder dessen Hofes zu Weintzuerl wiederherzustellen und haben auch selbst auf ihm sesshaft zu sein. Bei Nichteinhaltung dieser Punkte verfallen sie mit allen Rechten dem Stifte. Nach dem Tode aller sieben wird er, wie er liegt, es sei vor oder nach dem Schnitte, dem Stifte ohneweiters ledig.Siegler: für die Urkundenaussteller (wann wir alle aigen insigil nicht enhabn) (I.) der edel Stephan der Zischerl, Spitalmeister zu Krembs, (II.) der erber Thoman der Rigler, Widemrichter daselbst.Datum: Geben zu Krembs an sambstag nach sand Merttentag (1443).	Peter Lehner	PER
1443_XI_16	Hanns Zehentner zu Huegling1 beurkundet durch Urfehde, dass weder er noch seine Erben wegen seiner Schuldhaft an Abt Thaman zu Choetbeig und an den Brüdern, den edeln Herren Ott und Wilhalm von Topl eine Feindseligkeit üben wollen. Im Falle des Dawiderhandelns sind sie dem Abte und Stifte mit ihrem Besitze, welchen sie hinter demselben haben, verfallen, er selbst ehrlos und übersagt und mit seinem Leibe dem Abte in die pessrung und den von Topel mit seinem Halse verfallen. Er hat ferner seinen Besitz hinter dem Stifte zuzustiften, stiftlich zu legen, mit guten Bürgen zu sichern und ihn innerhalb 14 Tagen von jetzt an mit Handen des Lehensherrn einzuantworten.Siegler: (I.) der edel Herr Wolfgang von Topl, die edeln (II.) Wolfgang Vtendorffer und (III.) Hanns Alinger.Datum: geben (1443) an samstag nach sand Mertentag des heiligen bischoue.	Hanns Zehentner	PER
1443_XI_19	Leonhard Roggendorffer ermächtigt den Wolfgang Behem, Bürger zu Stein, von Abt Thomas von Göttweig einen Leibgedingsbrief über den Weingarten am Gern zu verlangen und zu quittieren.	Leonhard Roggendorffer	PER
1443_XII_04	Propst Johann, Dechant Wolfgang und der Convent des Stiftes Herzogenburg nehmen Abt Thomas und den Convent zu Göttweig in ihre Confraternität auf, verpflichten sich, nach Erhalt der Todesnachricht eines Göttweiger Professen für denselben die Vigiliae maiores und eine Messe sub nota iuxta ritum nostri monasterii zu halten und seinen Namen in das Nekrolog einzutragen, während jeder Priester am selben oder an einem anderen passenden Tage eine Messe zu lesen, die nicht geweihten Cleriker 50 Psalmen, die Conversen 100 Vater unser, Ave Mariae und einen Glauben zu beten haben. Ausserdem soll am Freitage nach Allerheiligen eine besondere Erinnerung an die beiderseitigen lebenden und verstorbenen Stifter und Wohlthäter mit der Vigilie und einem Amte gefeiert, das Fest Mariae Heimsuchung feierlicher als früher begangen und am Begräbnistage des Bischofes Altmann, des Stifters von Göttweig, abends vorher die Vigilia maior und morgens darauf ein feierliches Requiem abgehalten werden.Siegler: (I.) Propst Johann und (II.) der Convent zu Herzogenburg.Datum nostro in monasterio Herczogenbuerg (1443) in die sancte Barbare virginis.	Propst Johann	PER
1444_IV_24	Steffan Frey, Bürger zu Stain, Margareth, seine Frau, und Walburga, Cristina und Barbara, ihre Töchter, erhalten von Abt Johanns [IV.] und dem Konvente zu Gottweig auf ihr aller fünf Lebenszeit für geleistete Dienste einen Weingarten von 1½ Joch am Goltberg zu einem Jahreszinse von 14 ß d an sannd Mertentag für Most und Zehent in den Stiftshof zu Stain zu Pacht und verpflichten sich, ihn baulich zu halten.Siegler: Steffan Frey und Andree Armpiligreym, beide Bürger zu Stain.Datum: Geben an sannd Georgentag 1444.	Steffan Frey, Bürger	PER
1444_IV_24.1	König Friedrich IV. verschiebt die Gerichtsverhandlung in dem Streite zwischen Göttweig und Wolfgang dem Missingdorfer auf den künftigen St. Jakobstag.	Friedrich IV.	PER
